"","movie_title","color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","genres","actor_1_name","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","plot_keywords","movie_imdb_link","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes","id","imdbID","spanishTitle","imdbPictureURL","year","rtID","rtAllCriticsRating","rtAllCriticsNumReviews","rtAllCriticsNumFresh","rtAllCriticsNumRotten","rtAllCriticsScore","rtTopCriticsRating","rtTopCriticsNumReviews","rtTopCriticsNumFresh","rtTopCriticsNumRotten","rtTopCriticsScore","rtAudienceRating","rtAudienceNumRatings","rtAudienceScore","rtPictureURL"
"652","Escape from L.A.","Color","John Carpenter",104,101,0,764,"Valeria Golino",12000,25407250,"Action|Adventure|Sci-Fi|Thriller","Steve Buscemi",54021,15935,"Michelle Forbes",0,"escape|island|los angeles california|machismo|president's daughter","http://www.imdb.com/title/tt0116225/?ref_=fn_tt_tt_1",227,"English","USA","R",5e+07,1996,898,5.7,2.35,0,849,116225,"2013: rescate en L.A.","http://ia.media-imdb.com/images/M/MV5BOTA1MDA2Nzg2NV5BMl5BanBnXkFtZTcwMTE4MjMyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1996,"escape_from_la","5.6","45","25","20","55","5.9","14","8","6","57","2.8","10054","41","http://content9.flixster.com/movie/27/26/272607_det.jpg"
"653","Escape from New York","Color","John Carpenter",201,106,0,381,"Adrienne Barbeau",742,25244700,"Action|Sci-Fi","Donald Pleasence",91017,2270,"Tom Atkins",1,"1990s|police|prison|rescue|year 1997","http://www.imdb.com/title/tt0082340/?ref_=fn_tt_tt_1",284,"English","UK","R",6e+06,1981,602,7.2,2.35,0,1129,82340,"1997: Rescate en Nueva York","http://ia.media-imdb.com/images/M/MV5BMjA3NTEyMDAyNV5BMl5BanBnXkFtZTcwMjUwODIzMQ@@._V1._SY314_CR89,0,214,314_.jpg",1981,"1006717-escape_from_new_york","6.8","45","37","8","82","0","4","2","2","50","3.4","15629","72","http://content8.flixster.com/movie/27/30/273002_det.jpg"
"654","Escape from the Planet of the Apes","Color","Don Taylor",74,98,11,450,"M. Emmet Walsh",595,NA,"Action|Sci-Fi","Roddy McDowall",23546,2373,"Sal Mineo",0,"ape|fear|future|spacecraft|spaceship","http://www.imdb.com/title/tt0067065/?ref_=fn_tt_tt_1",92,"English","USA","G",2500000,1971,521,6.3,2.35,819,2533,67065,"Huida del planeta de los simios","http://ia.media-imdb.com/images/M/MV5BNjg2MjY0NDMwM15BMl5BanBnXkFtZTcwNjQ0NzA0MQ@@._V1._SY314_CR6,0,214,314_.jpg",1971,"escape_from_the_planet_of_the_apes","5.7","23","18","5","78","0","2","2","0","100","3","3852","49","http://content9.flixster.com/movie/10/94/47/10944735_det.jpg"
"655","Eternal Sunshine of the Spotless Mind","Color","Michel Gondry",273,108,1000,1000,"Kirsten Dunst",14000,34126138,"Drama|Fantasy|Romance|Sci-Fi","Kate Winslet",666937,19364,"Tom Wilkinson",1,"borderline personality disorder|loneliness|memory|playing against type|retrograde narrative","http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1",1514,"English","USA","R",2e+07,2004,4000,8.3,1.85,52000,7361,338013,"¡Olvídate de mí!","http://ia.media-imdb.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1._SX214_CR0,0,214,314_.jpg",2004,"eternal_sunshine_of_the_spotless_mind","8.3","216","200","16","92","7.9","42","38","4","90","4","177263","93","http://content8.flixster.com/movie/55/05/71/5505718_det.jpg"
"656","Eulogy","Color","Michael Clancy",27,85,0,742,"Rip Torn",11000,70527,"Comedy|Drama","Zooey Deschanel",7690,14656,"Kelly Preston",6,"dysfunctional family|family relationships|family reunion|funeral|twin","http://www.imdb.com/title/tt0349416/?ref_=fn_tt_tt_1",68,"English","USA","R",6500000,2004,826,6.7,1.85,376,8918,349416,"Eulogy","http://ia.media-imdb.com/images/M/MV5BMTIxMzIzOTcwMV5BMl5BanBnXkFtZTcwMjcwOTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",2004,"eulogy","4.6","34","11","23","32","3.9","9","1","8","11","3.6","2744","71","http://content6.flixster.com/movie/27/09/270916_det.jpg"
"657","EuroTrip","Color","Jeff Schaffer",92,93,17,360,"Scott Mechlowicz",13000,17718223,"Comedy","Matt Damon",162067,14180,"Jacob Pitts",5,"female frontal nudity|male frontal nudity|nudist|nudity|public nudity","http://www.imdb.com/title/tt0356150/?ref_=fn_tt_tt_1",316,"English","USA","R",2.5e+07,2004,634,6.6,1.85,0,7317,356150,"Eurotrip","http://ia.media-imdb.com/images/M/MV5BMTIxNjcxMDUxN15BMl5BanBnXkFtZTYwNjAxNTM3._V1._SX214_CR0,0,214,314_.jpg",2004,"the-trip-2005","0","0","0","0","0","0","0","0","0","0","0","0","0","http://content9.flixster.com/movie/10/88/69/10886911_det.jpg"
"658","Evan Almighty","Color","Tom Shadyac",186,96,293,7000,"Morgan Freeman",87000,100289690,"Comedy|Family|Fantasy","Jimmy Bennett",115099,108016,"Steve Carell",0,"ark|change|congressman|depiction of god|flood","http://www.imdb.com/title/tt0413099/?ref_=fn_tt_tt_1",257,"English","USA","PG",1.75e+08,2007,11000,5.4,2.35,2000,6373,413099,"Sigo como dios","http://ia.media-imdb.com/images/M/MV5BMTUxMTEzODYxMV5BMl5BanBnXkFtZTcwNzQ4ODU0MQ@@._V1._SX214_CR0,0,214,314_.jpg",2007,"evan_almighty","4.5","190","44","146","23","4","39","3","36","7","3.2","369422","56","http://content8.flixster.com/movie/62/22/37/6222374_det.jpg"
"659","Eve's Bayou","Color","Kasi Lemmons",31,109,148,426,"Lynn Whitfield",2000,14821531,"Drama","Jurnee Smollett-Bell",6915,3843,"Diahann Carroll",2,"doctor|louisiana|secret|title directed by female|witchcraft","http://www.imdb.com/title/tt0119080/?ref_=fn_tt_tt_1",209,"English","USA","R",6e+06,1997,434,7.3,1.85,599,1660,119080,"Eve's Bayou","http://ia.media-imdb.com/images/M/MV5BMTg4ODA3OTMyNV5BMl5BanBnXkFtZTcwMDczNzcxMQ@@._V1._SY314_CR3,0,214,314_.jpg",1997,"eves_bayou","7.5","50","40","10","80","7.9","14","12","2","85","3.9","1799","87","http://content6.flixster.com/movie/10/88/76/10887660_det.jpg"
"660","Event Horizon","Color","Paul W.S. Anderson",172,130,545,552,"Joely Richardson",722,26616590,"Horror|Sci-Fi|Thriller","Sean Pertwee",120416,2525,"Kathleen Quinlan",0,"solar system|space|spaceship|starship|year 2047","http://www.imdb.com/title/tt0119081/?ref_=fn_tt_tt_1",857,"English","UK","R",6e+07,1997,585,6.7,2.35,10000,1590,119081,"Horizonte final (Event Horizon)","http://ia.media-imdb.com/images/M/MV5BMTAxMzA5OTM4ODNeQTJeQWpwZ15BbWU2MDgxMjU2OQ@@._V1._SX214_CR0,0,214,314_.jpg",1997,"event_horizon","4.3","33","7","26","21","5.2","5","1","4","20","3.2","15014","63","http://content6.flixster.com/movie/26/93/269324_det.jpg"
"661","Everest","Color","Baltasar KormÃ¡kur",361,121,175,221,"Martin Henderson",963,43247140,"Adventure|Biography|Drama|History|Sport|Thriller","Michael Kelly",134625,2131,"Tom Goodman-Hill",0,"blizzard|mount everest|mountain|mountain climbing|snow","http://www.imdb.com/title/tt2719848/?ref_=fn_tt_tt_1",265,"English","UK","PG-13",5.5e+07,2015,580,7.1,2.35,40000,1797,120661,"Everest","http://ia.media-imdb.com/images/M/MV5BMTUwNzA0ODg1OV5BMl5BanBnXkFtZTcwMzA3MDUxMQ@@._V1._SY314_CR3,0,214,314_.jpg",1998,"everest_1998","7.7","13","12","1","92","0","1","1","0","100","3.5","699","71","http://content6.flixster.com/movie/28/60/286012_det.jpg"
"662","Everyone Says I Love You","Color","Woody Allen",69,101,11000,2,"Gaby Hoffmann",1000,9714482,"Comedy|Musical|Romance","Natasha Lyonne",30083,1614,"Jeff DeRocker",0,"engagement|grandfather|liberal|maid|song","http://www.imdb.com/title/tt0116242/?ref_=fn_tt_tt_1",140,"English","USA","R",2e+07,1996,612,6.8,1.85,0,1057,116242,"Todos dicen I Love You","http://ia.media-imdb.com/images/M/MV5BMTI2NjI1OTI5NF5BMl5BanBnXkFtZTcwMjI4MTUxMQ@@._V1._SY314_CR1,0,214,314_.jpg",1996,"everyone_says_i_love_you","7.3","41","32","9","78","7","9","5","4","55","3.4","6964","63","http://content6.flixster.com/movie/10/89/31/10893116_det.jpg"
"663","Evil Dead II","Color","Sam Raimi",252,37,0,199,"Dan Hicks",634,5923044,"Comedy|Fantasy|Horror|Thriller","Ted Raimi",113451,1347,"Kassie Wesley DePaiva",0,"cabin|cabin in the woods|demon|evil dead|woods","http://www.imdb.com/title/tt0092991/?ref_=fn_tt_tt_1",537,"English","USA","X",3600000,1987,328,7.8,1.85,0,1261,92991,"Terroríficamente muertos","http://ia.media-imdb.com/images/M/MV5BMTI0ODQzMzY5N15BMl5BanBnXkFtZTYwMDE0NTU5._V1._SY314_CR1,0,214,314_.jpg",1987,"evil-dead-2","7.8","42","41","1","97","6.6","6","5","1","83","3.8","30657","86","http://content9.flixster.com/movie/51/02/510275_det.jpg"
"664","Evita","Color","Alan Parker",76,135,317,34,"Jimmy Nail",57,49994804,"Biography|Drama|History|Musical","Andrea Corr",29205,164,"Peter Polycarpou",1,"actress|argentina|military|politics|singer","http://www.imdb.com/title/tt0116250/?ref_=fn_tt_tt_1",194,"English","USA","PG",5.5e+07,1996,40,6.3,2.35,0,1416,116250,"Evita","http://ia.media-imdb.com/images/M/MV5BMTM3OTY4NTg1OF5BMl5BanBnXkFtZTcwNjQ4ODcxMQ@@._V1._SY314_CR4,0,214,314_.jpg",1996,"evita","6.5","31","19","12","61","6.4","6","4","2","66","3.1","8855","65","http://content9.flixster.com/movie/25/44/254419_det.jpg"
"665","Executive Decision","Color","Stuart Baird",60,133,53,263,"Joe Morton",1000,68750000,"Action|Adventure|Thriller","Oliver Platt",40858,2916,"J.T. Walsh",0,"bomb|hostage|military|plane|terrorist","http://www.imdb.com/title/tt0116253/?ref_=fn_tt_tt_1",144,"English","USA","R",5.5e+07,1996,780,6.4,2.35,0,494,116253,"Decisión crítica","http://ia.media-imdb.com/images/M/MV5BMTI5OTA0NDEyOF5BMl5BanBnXkFtZTcwNjY2MDgxMQ@@._V1._SY314_CR8,0,214,314_.jpg",1996,"executive_decision","6","37","24","13","64","6.3","10","6","4","60","2.9","5176","51","http://content6.flixster.com/movie/10/89/53/10895300_det.jpg"
"666","eXistenZ","Color","David Cronenberg",196,115,0,716,"Sarah Polley",1000,2840417,"Horror|Sci-Fi|Thriller","Jennifer Jason Leigh",77493,2990,"Callum Rennie",0,"assassin|game|game designer|pod|virtual reality","http://www.imdb.com/title/tt0120907/?ref_=fn_tt_tt_1",527,"English","Canada","R",3.1e+07,1999,900,6.8,1.85,6000,2600,120907,"eXistenZ","http://ia.media-imdb.com/images/M/MV5BMTQwMzAwMjE0Ml5BMl5BanBnXkFtZTcwNDYyMjAwMQ@@._V1._SY286_CR1,0,214,286_.jpg",1999,"existenz","6.7","62","44","18","70","5.7","10","5","5","50","3.2","10592","65","http://content7.flixster.com/movie/26/87/268709_det.jpg"
"667","Exit Wounds","Color","Andrzej Bartkowiak",107,101,43,655,"Bill Duke",2000,51758599,"Action|Comedy|Crime|Drama|Thriller","Michael Jai White",27580,5942,"Bruce McGill",0,"corrupt cop|drug dealer|drugs|heroin|vice president","http://www.imdb.com/title/tt0242445/?ref_=fn_tt_tt_1",232,"English","USA","R",3.3e+07,2001,1000,5.5,2.35,742,4224,242445,"Herida abierta","http://ia.media-imdb.com/images/M/MV5BMTM3OTAxMzM0MV5BMl5BanBnXkFtZTYwODAxMzg5._V1._SX214_CR0,0,214,314_.jpg",2001,"exit_wounds","4.4","64","21","43","32","4.1","18","5","13","27","2.8","6171","55","http://content8.flixster.com/movie/27/22/272222_det.jpg"
"668","Exorcist II: The Heretic","Color","John Boorman",82,118,128,467,"Richard Burton",931,NA,"Horror","Linda Blair",16294,2704,"Ned Beatty",7,"demon|exorcism|locust|priest|repressed memory","http://www.imdb.com/title/tt0076009/?ref_=fn_tt_tt_1",252,"English","USA","R",1.4e+07,1977,726,3.7,1.85,889,1998,76009,"Exorcista II: el hereje","http://ia.media-imdb.com/images/M/MV5BNTUxNDIwNDkwMl5BMl5BanBnXkFtZTcwNjI0NTcxMQ@@._V1._SY314_CR2,0,214,314_.jpg",1977,"exorcist_2_the_heretic","3.6","17","4","13","23","0","0","0","0","0","0","0","0","http://content9.flixster.com/movie/27/11/271111_det.jpg"
"669","Exorcist: The Beginning","Color","Renny Harlin",167,125,212,394,"Alan Ford",613,41814863,"Horror|Mystery|Thriller","James D'Arcy",28635,1970,"Izabella Scorupco",0,"archeologist|church|excavation|faith|relic","http://www.imdb.com/title/tt0204313/?ref_=fn_tt_tt_1",308,"English","USA","R",5e+07,2004,422,5.1,2,893,8815,204313,"El exorcista: El comienzo","http://ia.media-imdb.com/images/M/MV5BMjI0NzY1MzQ0MV5BMl5BanBnXkFtZTcwOTM1MTEzMw@@._V1._SX214_CR0,0,214,314_.jpg",2004,"exorcist_the_beginning","3.6","123","14","109","11","3.3","23","1","22","4","2.8","14563","42","http://content9.flixster.com/movie/10/90/81/10908123_det.jpg"
"670","Exotica","Color","Atom Egoyan",53,103,460,900,"Mia Kirshner",991,5132222,"Drama|Mystery|Romance","Bruce Greenwood",14112,2990,"Sarah Polley",1,"bird|cult film|egg|nightclub|toronto","http://www.imdb.com/title/tt0109759/?ref_=fn_tt_tt_1",83,"English","Canada","R",2e+06,1994,971,7.2,1.85,619,233,109759,"Exótica","http://ia.media-imdb.com/images/M/MV5BMjA1OTEyNTA0OF5BMl5BanBnXkFtZTcwMDY0NDgxMQ@@._V1._SX214_CR0,0,214,314_.jpg",1994,"exotica","8.3","27","26","1","96","0","3","3","0","100","3.7","1837","81","http://content8.flixster.com/movie/27/34/273426_det.jpg"
"671","Extreme Measures","Color","Michael Apted",47,118,150,182,"Paul Guilfoyle",24000,17305211,"Crime|Drama|Mystery|Thriller","J.K. Simmons",14066,24547,"Bill Nunn",0,"cartoon on tv|doctor|emergency room|hospital|nudity","http://www.imdb.com/title/tt0116259/?ref_=fn_tt_tt_1",75,"English","USA","R",3.8e+07,1996,210,6.1,2.35,352,1003,116259,"Al cruzar el límite","http://ia.media-imdb.com/images/M/MV5BMTIyMzI3MDU0NF5BMl5BanBnXkFtZTcwNTYyMjAwMQ@@._V1._SY296_CR1,0,214,296_.jpg",1996,"extreme_measures","6","31","17","14","54","5.7","6","2","4","33","2.9","2772","37","http://content7.flixster.com/movie/28/29/282909_det.jpg"
"672","Extreme Ops","Color","Christian Duguay",53,93,18,443,"Bridgette Wilson-Sampras",3000,4835968,"Action|Adventure|Thriller","Rufus Sewell",4821,4123,"Rupert Graves",0,"commercial|extreme sports|mountain|serbian|terrorist","http://www.imdb.com/title/tt0283160/?ref_=fn_tt_tt_1",82,"English","UK","PG-13",4e+07,2002,545,4.5,2.35,158,5880,283160,"Riesgo extremo","http://ia.media-imdb.com/images/M/MV5BMTUxMjUzNDg4N15BMl5BanBnXkFtZTcwNzMxMTYyMQ@@._V1._SY216_CR37,0,214,216_.jpg",2002,"extreme_ops","2.9","65","4","61","6","3.3","18","2","16","11","2.6","1235","33","http://content7.flixster.com/movie/26/67/266701_det.jpg"
"673","Eye for an Eye","Color","John Schlesinger",31,101,154,497,"Beverly D'Angelo",1000,53146000,"Crime|Drama|Thriller","Joe Mantegna",9845,3174,"Philip Baker Hall",1,"justice|rape|self defense|support group|vigilante","http://www.imdb.com/title/tt0116260/?ref_=fn_tt_tt_1",77,"English","USA","R",2e+07,1996,816,6.1,1.85,613,61,116260,"Eye for an eye: ojo por ojo","http://ia.media-imdb.com/images/M/MV5BMTUwMzc5NTk0NF5BMl5BanBnXkFtZTYwOTYyMzU5._V1._SX214_CR0,0,214,314_.jpg",1996,"1101753-eye","0","0","0","0","0","0","0","0","0","0","0","0","0","http://content8.flixster.com/movie/10/99/01/10990146_det.jpg"
"674","Eye of the Beholder","Color","Stephan Elliott",88,109,11,159,"Patrick Bergin",471,16459004,"Drama|Mystery|Thriller","Jason Priestley",13320,1069,"GeneviÃ¨ve Bujold",1,"chicago illinois|false identity|femme fatale|new york city|spying","http://www.imdb.com/title/tt0120662/?ref_=fn_tt_tt_1",415,"English","Canada","R",1.5e+07,1999,308,4.9,2.35,327,3238,120662,"Ojos que te acechan","http://ia.media-imdb.com/images/M/MV5BMTkyNTI5Mjg3MF5BMl5BanBnXkFtZTcwOTk3NTUyMQ@@._V1._SY314_CR6,0,214,314_.jpg",1999,"1094646-eye_of_the_beholder","3.4","86","8","78","9","3.1","20","1","19","5","2.7","2529","34","http://content9.flixster.com/movie/27/36/273619_det.jpg"
"675","Eyes Wide Shut","Color","Stanley Kubrick",280,159,0,521,"Vinessa Shaw",10000,55637680,"Drama|Mystery|Thriller","Tom Cruise",227071,11424,"Sydney Pollack",1,"doctor|orgy|party|pianist|sexual fantasy","http://www.imdb.com/title/tt0120663/?ref_=fn_tt_tt_1",1500,"English","UK","R",6.5e+07,1999,580,7.3,1.66,10000,2712,120663,"Eyes Wide Shut","http://ia.media-imdb.com/images/M/MV5BMzQyODUxNjExN15BMl5BanBnXkFtZTcwMzk2ODMyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1999,"eyes_wide_shut","7.3","119","93","26","78","6.7","26","18","8","69","2.9","26285","66","http://content6.flixster.com/movie/55/09/34/5509348_det.jpg"
"676","Face/Off","Color","John Woo",155,138,610,805,"CCH Pounder",12000,112225777,"Action|Crime|Sci-Fi|Thriller","Nicolas Cage",283967,17087,"Joan Allen",0,"death of child|face|face transplant|prison|terrorist","http://www.imdb.com/title/tt0119094/?ref_=fn_tt_tt_1",535,"English","USA","R",8e+07,1997,1000,7.3,2.35,11000,702,119094,"Cara a cara (Face/Off)","http://ia.media-imdb.com/images/M/MV5BMTQ3MDY4NDk1Ml5BMl5BanBnXkFtZTcwNTM3MzYwMg@@._V1._SY314_CR2,0,214,314_.jpg",1997,"faceoff","7.9","60","56","4","93","8.4","15","15","0","100","3.5","62348","81","http://content8.flixster.com/movie/10/85/08/10850854_det.jpg"
"677","Facing the Giants","Color","Alex Kendrick",31,111,589,51,"Erin Bethea",589,10174663,"Drama|Sport","Alex Kendrick",12399,916,"Shannen Fields",0,"christian|coach|faith|football|football team","http://www.imdb.com/title/tt0805526/?ref_=fn_tt_tt_1",382,"English","USA","PG",1e+05,2006,150,6.7,1.85,0,48711,805526,"Facing the Giants","http://ia.media-imdb.com/images/M/MV5BMTI5OTg1NjI3M15BMl5BanBnXkFtZTcwNDc4MzMzMQ@@._V1._SX180_SY265_.jpg",2006,"facing_the_giants","4.1","23","2","21","8","3.6","5","0","5","0","3.9","26252","85","http://content9.flixster.com/movie/10/89/96/10899663_det.jpg"
"678","Factory Girl","Color","George Hickenlooper",117,99,60,628,"Jimmy Fallon",4000,1654367,"Biography|Drama","Hayden Christensen",18355,6526,"Beth Grant",0,"andy warhol|female nudity|public nudity|singer|socialite","http://www.imdb.com/title/tt0432402/?ref_=fn_tt_tt_1",106,"English","USA","R",7e+06,2006,787,6.4,1.85,3000,51174,432402,"Factory Girl","http://ia.media-imdb.com/images/M/MV5BMzg5Mzc4MTM0M15BMl5BanBnXkFtZTcwODU3ODM0MQ@@._V1._SX214_CR0,0,214,314_.jpg",2006,"factory_girl","4.7","112","21","91","18","4.6","36","5","31","13","3.3","24687","60","http://content6.flixster.com/movie/36/59/78/3659788_det.jpg"
"679","Fahrenheit 9/11","Color","Michael Moore",288,122,909,282,"Stevie Wonder",503,119078393,"Documentary|Drama|War","Osama bin Laden",113152,1448,"Ricky Martin",0,"anti war|interview|iraq|paranoia|war on terrorism","http://www.imdb.com/title/tt0361596/?ref_=fn_tt_tt_1",1416,"English","USA","R",6e+06,2004,328,7.5,1.85,0,8622,361596,"Fahrenheit 9/11","http://ia.media-imdb.com/images/M/MV5BMjAyODU1NzM0NF5BMl5BanBnXkFtZTcwNjI1MjYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",2004,"fahrenheit_911","7.3","224","187","37","83","7.4","45","37","8","82","3.3","22990","69","http://content6.flixster.com/movie/26/70/267092_det.jpg"
"680","Failure to Launch","Color","Tom Dey",143,95,9,11000,"Matthew McConaughey",14000,88658172,"Comedy|Romance","Bradley Cooper",58412,37967,"Zooey Deschanel",2,"friend|intervention|moving|secret|slacker","http://www.imdb.com/title/tt0427229/?ref_=fn_tt_tt_1",242,"English","USA","PG-13",5e+07,2006,11000,5.6,2.35,2000,5032,427229,"Amor por contrato","http://ia.media-imdb.com/images/M/MV5BMTg0OTc2MDQ3NV5BMl5BanBnXkFtZTcwNDUwMjEzMw@@._V1._SX214_CR0,0,214,314_.jpg",2006,"failure_to_launch","4.6","147","37","110","25","5.2","33","13","20","39","3.2","86609","60","http://content6.flixster.com/movie/31/28/312892_det.jpg"
"681","Fair Game","Color","Doug Liman",214,108,218,405,"Ty Burrell",6000,9528092,"Biography|Drama|Thriller","Naomi Watts",38513,10191,"Brooke Smith",2,"bush administration|cia|interview|iraq|new york times","http://www.imdb.com/title/tt0977855/?ref_=fn_tt_tt_1",127,"English","USA","PG-13",2.2e+07,2010,3000,6.8,2.35,9000,71,113010,"Caza legal","http://ia.media-imdb.com/images/M/MV5BMTQ4NjM0MDI1OF5BMl5BanBnXkFtZTcwMDQ1ODMyMQ@@._V1._SY314_CR12,0,214,314_.jpg",1995,"1065868-fair_game","2.4","24","3","21","12","3.1","8","1","7","12","2.1","1761","16","http://content8.flixster.com/movie/27/69/276994_det.jpg"
"682","Faithful","Color","Paul Mazursky",21,91,150,150,"Ryan O'Neal",979,2104000,"Comedy|Crime|Drama","Chazz Palminteri",1595,1679,"Paul Mazursky",3,"bathroom|bathtub|female protagonist|flashback|kitchen","http://www.imdb.com/title/tt0116269/?ref_=fn_tt_tt_1",19,"English","USA","R",1.3e+07,1996,385,5.9,1.85,69,664,116269,"Fielmente tuya","http://ia.media-imdb.com/images/M/MV5BMjExMjA1NTk0OF5BMl5BanBnXkFtZTcwMTQyMDcyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1996,"faithful","3.8","14","1","13","7","5","5","1","4","20","3.1","397","47","http://content9.flixster.com/movie/10/01/10/10011047_det.jpg"
"683","Fame","Color","Kevin Tancharoen",134,123,64,637,"Kay Panabaker",808,22452209,"Comedy|Drama|Musical|Romance","Kelsey Grammer",14062,5734,"Megan Mullally",0,"new york|performing arts|school|student|teacher","http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1",82,"English","USA","PG",1.8e+07,2009,720,5,2.35,0,4936,80716,"Fama","http://ia.media-imdb.com/images/M/MV5BMTMxNDU4MDU2N15BMl5BanBnXkFtZTYwMzczNjk5._V1._SY314_CR1,0,214,314_.jpg",1980,"fame","6.9","28","22","6","78","0","4","2","2","50","3.2","6724","67","http://content6.flixster.com/movie/26/83/268312_det.jpg"
"684","Family Plot","Color","Alfred Hitchcock",67,120,13000,416,"Bruce Dern",897,NA,"Comedy|Thriller","Ed Lauter",15293,2811,"William Devane",1,"actor|diamond|heir|kidnapping|ransom","http://www.imdb.com/title/tt0074512/?ref_=fn_tt_tt_1",111,"English","USA","PG",4490375,1976,844,6.8,1.85,609,2177,74512,"La trama","http://ia.media-imdb.com/images/M/MV5BMTYzMzAwODQ0MV5BMl5BanBnXkFtZTcwMDExMTMyMQ@@._V1._SY314_CR0,0,214,314_.jpg",1976,"family_plot","7","20","19","1","95","0","2","2","0","100","3.3","1981","57","http://content6.flixster.com/movie/10/88/55/10885532_det.jpg"
"685","Fantasia","Color","James Algar",99,120,11,NA,"Deems Taylor",16,76400000,"Animation|Family|Fantasy|Music","Leopold Stokowski",71321,16,"",0,"apprentice|classical music|disney|mouse|orchestra","http://www.imdb.com/title/tt0032455/?ref_=fn_tt_tt_1",230,"English","USA","G",2280000,1940,0,7.8,1.37,3000,1282,32455,"Fantasia","http://ia.media-imdb.com/images/M/MV5BMTI4NTUzOTQ4Ml5BMl5BanBnXkFtZTYwNzk0MTk4._V1._SX214_CR0,0,214,314_.jpg",1940,"fantasia","8.5","42","41","1","97","8.3","6","6","0","100","3.5","12184","77","http://content7.flixster.com/movie/10/88/07/10880753_det.jpg"
"686","Fantastic Four","Color","Josh Trank",369,100,128,78,"Reg E. Cathey",596,56114221,"Action|Adventure|Sci-Fi","Tim Blake Nelson",110486,1261,"Tim Heidecker",3,"box office flop|critically bashed|portal|teleportation|troubled production","http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1",695,"English","USA","PG-13",1.2e+08,2015,360,4.3,2.35,41000,34150,120667,"Los cuatro fantásticos","http://ia.media-imdb.com/images/M/MV5BMTU2NDk4MzExNl5BMl5BanBnXkFtZTcwNjkzMTIzMQ@@._V1._SY314_CR5,0,214,314_.jpg",2005,"fantastic_four","4.5","200","54","146","27","4.7","34","10","24","29","3.2","95962","57","http://content8.flixster.com/movie/10/90/66/10906682_det.jpg"
